,Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
2616,DET,DET vs. ATL,11/10/2017,W,240,111,39,89,43.8,12,30,40.0,21,27,77.8,20,31,51,23,7,5,17,18,7.0
2617,ATL,ATL @ DET,11/10/2017,L,240,104,44,89,49.4,8,24,33.3,8,11,72.7,11,34,45,28,11,7,16,21,-7.0
2618,PHX,PHX vs. ORL,11/10/2017,L,240,112,44,94,46.8,5,24,20.8,19,25,76.0,12,28,40,13,8,5,15,29,-16.0
2619,ORL,ORL @ PHX,11/10/2017,W,240,128,43,82,52.4,13,28,46.4,29,43,67.4,7,37,44,29,8,5,18,20,16.0
2620,CHA,CHA @ BOS,11/10/2017,L,240,87,31,80,38.8,6,22,27.3,19,33,57.6,7,40,47,20,5,7,14,21,-3.0
2621,BOS,BOS vs. CHA,11/10/2017,W,240,90,30,84,35.7,9,31,29.0,21,25,84.0,9,40,49,15,6,5,13,26,3.0
2622,IND,IND @ CHI,11/10/2017,W,240,105,43,84,51.2,12,29,41.4,7,12,58.3,7,44,51,27,8,3,18,17,18.0
2623,CHI,CHI vs. IND,11/10/2017,L,240,87,37,93,39.8,7,27,25.9,6,9,66.7,11,32,43,24,10,3,12,13,-18.0
2624,SAS,SAS vs. MIL,11/10/2017,L,240,87,34,80,42.5,9,29,31.0,10,11,90.9,9,34,43,23,8,6,18,15,-7.0
2625,MIL,MIL @ SAS,11/10/2017,W,240,94,41,89,46.1,5,18,27.8,7,14,50.0,11,36,47,27,10,7,14,13,7.0
2626,TOR,TOR vs. NOP,11/09/2017,W,240,122,45,98,45.9,16,42,38.1,16,23,69.6,10,38,48,27,8,4,12,24,4.0
2627,NOP,NOP @ TOR,11/09/2017,L,240,118,44,82,53.7,13,31,41.9,17,25,68.0,4,34,38,31,7,4,14,20,-4.0
2628,WAS,WAS vs. LAL,11/09/2017,W,240,111,43,83,51.8,7,21,33.3,18,20,90.0,7,38,45,20,7,4,22,31,16.0
2629,LAL,LAL @ WAS,11/09/2017,L,240,95,31,86,36.0,3,23,13.0,30,41,73.2,17,29,46,17,9,4,19,19,-16.0
2630,OKC,OKC @ DEN,11/09/2017,L,240,94,38,90,42.2,11,30,36.7,7,14,50.0,18,26,44,16,15,7,18,23,-8.0
2631,DEN,DEN vs. OKC,11/09/2017,W,240,102,38,82,46.3,9,27,33.3,17,22,77.3,14,31,45,27,7,7,19,15,8.0
2632,SAC,SAC vs. PHI,11/09/2017,W,240,109,40,93,43.0,12,27,44.4,17,28,60.7,8,37,45,29,6,5,9,19,1.0
2633,PHI,PHI @ SAC,11/09/2017,L,240,108,37,87,42.5,15,37,40.5,19,27,70.4,13,43,56,23,6,5,17,28,-1.0
2634,HOU,HOU vs. CLE,11/09/2017,W,240,117,36,77,46.8,16,46,34.8,29,36,80.6,17,28,45,21,11,5,22,27,4.0
2635,CLE,CLE @ HOU,11/09/2017,L,240,113,45,81,55.6,12,27,44.4,11,14,78.6,4,22,26,24,9,1,18,30,-4.0
2636,ORL,ORL vs. NYK,11/08/2017,W,240,112,43,80,53.8,13,28,46.4,13,22,59.1,6,23,29,31,16,7,13,15,13.0
2637,NYK,NYK @ ORL,11/08/2017,L,240,99,42,80,52.5,5,12,41.7,10,13,76.9,12,30,42,26,7,2,23,21,-13.0
2638,DET,DET vs. IND,11/08/2017,W,240,114,43,83,51.8,12,27,44.4,16,25,64.0,8,42,50,25,3,5,18,22,17.0
2639,IND,IND @ DET,11/08/2017,L,240,97,38,88,43.2,7,24,29.2,14,18,77.8,7,31,38,22,8,3,15,24,-17.0
2640,PHX,PHX vs. MIA,11/08/2017,L,240,115,40,88,45.5,12,29,41.4,23,30,76.7,6,28,34,20,4,2,11,29,-11.0
2641,MIA,MIA @ PHX,11/08/2017,W,240,126,43,81,53.1,12,30,40.0,28,35,80.0,11,42,53,21,5,4,15,25,11.0
2642,LAL,LAL @ BOS,11/08/2017,L,240,96,37,85,43.5,5,24,20.8,17,23,73.9,12,36,48,16,8,8,20,30,-11.0
2643,BOS,BOS vs. LAL,11/08/2017,W,240,107,38,98,38.8,7,29,24.1,24,31,77.4,16,32,48,20,8,6,14,20,11.0
2644,MIN,MIN @ GSW,11/08/2017,L,240,101,38,92,41.3,5,24,20.8,20,27,74.1,9,32,41,21,15,0,14,14,-24.0
2645,GSW,GSW vs. MIN,11/08/2017,W,240,125,48,85,56.5,15,36,41.7,14,18,77.8,3,42,45,37,10,9,19,23,24.0
2646,TOR,TOR vs. CHI,11/07/2017,W,240,119,44,81,54.3,13,25,52.0,18,24,75.0,7,30,37,22,5,0,16,22,5.0
2647,CHI,CHI @ TOR,11/07/2017,L,240,114,40,80,50.0,11,29,37.9,23,28,82.1,8,29,37,26,10,2,15,23,-5.0
2648,WAS,WAS vs. DAL,11/07/2017,L,240,99,32,75,42.7,10,25,40.0,25,32,78.1,3,36,39,21,5,5,15,19,-14.0
2649,DAL,DAL @ WAS,11/07/2017,W,240,113,43,91,47.3,11,30,36.7,16,20,80.0,11,42,53,26,6,8,12,23,14.0
2650,OKC,OKC @ SAC,11/07/2017,L,240,86,29,86,33.7,10,37,27.0,18,23,78.3,9,35,44,15,16,2,17,17,-8.0
2651,SAC,SAC vs. OKC,11/07/2017,W,240,94,37,79,46.8,9,24,37.5,11,12,91.7,5,42,47,21,6,5,23,24,8.0
2652,BKN,BKN @ DEN,11/07/2017,L,240,104,38,89,42.7,11,35,31.4,17,22,77.3,8,39,47,22,12,6,25,16,-8.0
2653,DEN,DEN vs. BKN,11/07/2017,W,240,112,44,93,47.3,9,34,26.5,15,20,75.0,9,38,47,26,16,9,19,21,8.0
2654,UTA,UTA vs. PHI,11/07/2017,L,240,97,30,99,30.3,9,39,23.1,28,35,80.0,14,31,45,15,14,6,12,23,-7.0
2655,PHI,PHI @ UTA,11/07/2017,W,240,104,34,81,42.0,12,27,44.4,24,30,80.0,8,48,56,23,5,6,22,34,7.0
2656,IND,IND vs. NOP,11/07/2017,L,240,112,44,93,47.3,9,24,37.5,15,18,83.3,11,30,41,19,4,4,11,21,-5.0
2657,NOP,NOP @ IND,11/07/2017,W,240,117,44,87,50.6,14,35,40.0,15,22,68.2,11,32,43,23,6,5,13,18,5.0
2658,MEM,MEM @ POR,11/07/2017,W,240,98,35,73,47.9,7,19,36.8,21,25,84.0,5,29,34,18,8,10,15,21,1.0
2659,POR,POR vs. MEM,11/07/2017,L,240,97,36,81,44.4,6,19,31.6,19,20,95.0,10,32,42,11,9,1,16,18,-1.0
2660,MIL,MIL @ CLE,11/07/2017,L,240,119,47,83,56.6,13,30,43.3,12,16,75.0,8,28,36,29,6,8,16,31,-5.0
2661,CLE,CLE vs. MIL,11/07/2017,W,240,124,41,82,50.0,9,18,50.0,33,38,86.8,12,27,39,18,7,4,13,16,5.0
2662,CHA,CHA @ NYK,11/07/2017,L,240,113,42,91,46.2,15,37,40.5,14,17,82.4,17,23,40,24,8,2,13,22,-5.0
2663,NYK,NYK vs. CHA,11/07/2017,W,240,118,45,75,60.0,12,25,48.0,16,21,76.2,6,29,35,29,5,5,16,19,5.0
2664,SAS,SAS vs. LAC,11/07/2017,W,240,120,45,84,53.6,15,28,53.6,15,19,78.9,11,28,39,33,13,3,13,21,13.0
2665,LAC,LAC @ SAS,11/07/2017,L,240,107,42,82,51.2,11,30,36.7,12,17,70.6,10,29,39,20,6,4,18,19,-13.0
2666,BOS,BOS @ ATL,11/06/2017,W,240,110,39,81,48.1,14,36,38.9,18,22,81.8,7,35,42,28,3,3,14,21,3.0
2667,ATL,ATL vs. BOS,11/06/2017,L,240,107,39,81,48.1,13,26,50.0,16,20,80.0,5,31,36,24,8,4,14,22,-3.0
2668,PHX,PHX vs. BKN,11/06/2017,L,240,92,30,86,34.9,6,25,24.0,26,35,74.3,14,38,52,13,8,7,17,29,-6.0
2669,BKN,BKN @ PHX,11/06/2017,W,240,98,35,87,40.2,8,32,25.0,20,29,69.0,11,37,48,20,10,4,16,30,6.0
2670,MIA,MIA @ GSW,11/06/2017,L,240,80,30,83,36.1,8,26,30.8,12,17,70.6,7,37,44,19,10,6,23,20,-17.0
2671,GSW,GSW vs. MIA,11/06/2017,W,240,97,32,87,36.8,11,32,34.4,22,24,91.7,13,38,51,20,12,10,15,21,17.0
2672,WAS,WAS @ TOR,11/05/2017,W,240,107,40,85,47.1,11,23,47.8,16,23,69.6,11,35,46,19,9,3,17,26,11.0
2673,TOR,TOR vs. WAS,11/05/2017,L,240,96,37,80,46.3,5,24,20.8,17,27,63.0,9,27,36,17,7,8,13,24,-11.0
2674,CHA,CHA @ MIN,11/05/2017,L,240,94,37,89,41.6,9,28,32.1,11,21,52.4,10,30,40,24,8,3,11,24,-18.0
2675,MIN,MIN vs. CHA,11/05/2017,W,240,112,38,83,45.8,10,24,41.7,26,30,86.7,12,42,54,20,4,4,16,19,18.0
2676,MIA,MIA @ LAC,11/05/2017,W,240,104,37,84,44.0,14,36,38.9,16,19,84.2,10,27,37,23,12,6,16,26,3.0
2677,LAC,LAC vs. MIA,11/05/2017,L,240,101,34,87,39.1,9,31,29.0,24,30,80.0,18,32,50,16,11,4,16,22,-3.0
2678,OKC,OKC @ POR,11/05/2017,L,240,99,40,89,44.9,11,33,33.3,8,15,53.3,6,26,32,17,11,2,11,27,-4.0
2679,POR,POR vs. OKC,11/05/2017,W,240,103,37,74,50.0,7,20,35.0,22,28,78.6,7,37,44,20,6,7,23,20,4.0
2680,ORL,ORL vs. BOS,11/05/2017,L,240,88,33,91,36.3,6,29,20.7,16,18,88.9,10,35,45,18,4,4,13,19,-16.0
2681,BOS,BOS @ ORL,11/05/2017,W,240,104,39,89,43.8,11,33,33.3,15,20,75.0,9,45,54,26,10,1,14,21,16.0
2682,UTA,UTA @ HOU,11/05/2017,L,240,110,38,88,43.2,13,34,38.2,21,24,87.5,8,25,33,22,7,3,13,18,-27.0
2683,HOU,HOU vs. UTA,11/05/2017,W,240,137,48,81,59.3,23,39,59.0,18,21,85.7,5,37,42,26,9,7,20,24,27.0
2684,CLE,CLE vs. ATL,11/05/2017,L,240,115,42,96,43.8,10,36,27.8,21,23,91.3,15,32,47,27,6,6,13,29,-2.0
2685,ATL,ATL @ CLE,11/05/2017,W,240,117,41,86,47.7,11,25,44.0,24,34,70.6,11,33,44,24,4,6,17,20,2.0
2686,IND,IND @ NYK,11/05/2017,L,240,101,37,79,46.8,12,25,48.0,15,17,88.2,4,30,34,24,6,2,12,17,-7.0
2687,NYK,NYK vs. IND,11/05/2017,W,240,108,44,88,50.0,6,23,26.1,14,19,73.7,12,34,46,24,8,7,12,21,7.0
2688,MEM,MEM @ LAL,11/05/2017,L,240,102,40,87,46.0,11,37,29.7,11,14,78.6,6,33,39,23,6,7,12,22,-5.0
2689,LAL,LAL vs. MEM,11/05/2017,W,240,107,40,85,47.1,9,27,33.3,18,23,78.3,8,38,46,25,5,4,19,16,5.0
2690,SAS,SAS vs. PHX,11/05/2017,W,240,112,44,88,50.0,11,22,50.0,13,18,72.2,8,35,43,21,9,4,10,19,17.0
2691,PHX,PHX @ SAS,11/05/2017,L,240,95,37,81,45.7,8,23,34.8,13,22,59.1,11,34,45,23,5,4,18,16,-17.0
2692,MIN,MIN vs. DAL,11/04/2017,W,240,112,43,79,54.4,10,24,41.7,16,20,80.0,10,38,48,33,7,9,19,20,13.0
2693,DAL,DAL @ MIN,11/04/2017,L,240,99,40,87,46.0,10,27,37.0,9,12,75.0,7,24,31,18,7,2,15,19,-13.0
2694,GSW,GSW @ DEN,11/04/2017,W,240,127,50,91,54.9,18,40,45.0,9,17,52.9,7,34,41,38,13,4,15,23,19.0
2695,DEN,DEN vs. GSW,11/04/2017,L,240,108,40,87,46.0,6,24,25.0,22,27,81.5,9,37,46,26,9,6,18,18,-19.0
2696,MEM,MEM @ LAC,11/04/2017,W,240,113,40,84,47.6,13,31,41.9,20,24,83.3,9,30,39,21,8,7,12,28,9.0
2697,LAC,LAC vs. MEM,11/04/2017,L,240,104,38,83,45.8,4,26,15.4,24,31,77.4,15,28,43,18,7,7,13,22,-9.0
2698,DET,DET vs. SAC,11/04/2017,W,240,108,40,79,50.6,13,24,54.2,15,22,68.2,8,27,35,28,10,3,14,19,9.0
2699,SAC,SAC @ DET,11/04/2017,L,240,99,40,76,52.6,10,21,47.6,9,13,69.2,3,29,32,24,6,1,18,23,-9.0
2700,CHI,CHI vs. NOP,11/04/2017,L,265,90,35,99,35.4,11,42,26.2,9,12,75.0,16,42,58,23,10,5,19,19,-6.0
2701,NOP,NOP @ CHI,11/04/2017,W,265,96,35,87,40.2,9,31,29.0,17,22,77.3,5,47,52,23,9,4,15,9,6.0
2702,OKC,OKC vs. BOS,11/03/2017,L,240,94,35,87,40.2,13,35,37.1,11,14,78.6,11,37,48,20,4,7,12,18,-7.0
2703,BOS,BOS @ OKC,11/03/2017,W,240,101,36,84,42.9,13,28,46.4,16,24,66.7,11,38,49,23,6,2,11,14,7.0
2704,WAS,WAS vs. CLE,11/03/2017,L,240,122,45,84,53.6,11,28,39.3,21,31,67.7,9,28,37,25,5,2,16,24,-8.0
2705,CLE,CLE @ WAS,11/03/2017,W,240,130,46,82,56.1,12,27,44.4,26,28,92.9,8,26,34,20,11,4,15,27,8.0
2706,MIA,MIA @ DEN,11/03/2017,L,240,94,36,77,46.8,15,37,40.5,7,11,63.6,8,33,41,23,9,6,23,24,-1.0
2707,DEN,DEN vs. MIA,11/03/2017,W,240,95,36,80,45.0,9,23,39.1,14,25,56.0,13,28,41,17,9,6,17,16,1.0
2708,DAL,DAL vs. NOP,11/03/2017,L,240,94,34,88,38.6,9,34,26.5,17,22,77.3,9,38,47,19,4,7,15,24,-5.0
2709,NOP,NOP @ DAL,11/03/2017,W,240,99,36,89,40.4,7,29,24.1,20,26,76.9,9,44,53,23,9,4,14,22,5.0
2710,UTA,UTA vs. TOR,11/03/2017,L,240,100,35,80,43.8,8,23,34.8,22,24,91.7,10,23,33,11,9,5,14,25,-9.0
2711,TOR,TOR @ UTA,11/03/2017,W,240,109,38,71,53.5,11,30,36.7,22,28,78.6,5,34,39,20,9,4,17,27,9.0
2712,HOU,HOU @ ATL,11/03/2017,W,240,119,42,89,47.2,16,47,34.0,19,23,82.6,9,35,44,28,14,4,13,16,15.0
2713,ATL,ATL vs. HOU,11/03/2017,L,240,104,39,81,48.1,11,33,33.3,15,18,83.3,5,36,41,16,8,8,18,16,-15.0
2714,ORL,ORL vs. CHI,11/03/2017,L,240,83,35,86,40.7,10,35,28.6,3,5,60.0,7,31,38,23,6,2,16,11,-22.0
2715,CHI,CHI @ ORL,11/03/2017,W,240,105,40,85,47.1,14,29,48.3,11,12,91.7,9,39,48,23,6,2,17,13,22.0
2716,DET,DET vs. MIL,11/03/2017,W,240,105,37,78,47.4,8,26,30.8,23,28,82.1,7,32,39,21,10,4,14,11,9.0
2717,MIL,MIL @ DET,11/03/2017,L,240,96,39,83,47.0,10,25,40.0,8,9,88.9,7,29,36,27,6,6,14,24,-9.0
2718,PHX,PHX @ NYK,11/03/2017,L,240,107,34,97,35.1,9,32,28.1,30,37,81.1,20,27,47,17,7,3,10,25,-13.0
2719,NYK,NYK vs. PHX,11/03/2017,W,240,120,45,87,51.7,8,26,30.8,22,25,88.0,9,40,49,24,5,7,13,24,13.0
2720,CHA,CHA @ SAS,11/03/2017,L,240,101,33,80,41.3,8,24,33.3,27,42,64.3,11,35,46,16,11,1,12,20,-7.0
2721,SAS,SAS vs. CHA,11/03/2017,W,240,108,39,83,47.0,9,27,33.3,21,26,80.8,7,38,45,31,7,6,16,26,7.0
2722,BKN,BKN @ LAL,11/03/2017,L,240,112,37,91,40.7,9,38,23.7,29,38,76.3,8,35,43,23,8,5,16,22,-12.0
2723,LAL,LAL vs. BKN,11/03/2017,W,240,124,48,94,51.1,9,21,42.9,19,27,70.4,7,50,57,26,10,7,16,29,12.0
2724,PHI,PHI vs. IND,11/03/2017,W,240,121,46,92,50.0,18,36,50.0,11,14,78.6,12,38,50,34,7,9,20,20,11.0
2725,IND,IND @ PHI,11/03/2017,L,240,110,45,97,46.4,8,28,28.6,12,19,63.2,8,32,40,25,6,6,12,18,-11.0
2726,POR,POR vs. LAL,11/02/2017,W,240,113,40,86,46.5,9,22,40.9,24,27,88.9,10,31,41,22,7,4,12,21,3.0
2727,LAL,LAL @ POR,11/02/2017,L,240,110,43,79,54.4,4,18,22.2,20,27,74.1,2,30,32,16,8,8,11,20,-3.0
2728,SAS,SAS vs. GSW,11/02/2017,L,240,92,34,87,39.1,7,24,29.2,17,23,73.9,14,32,46,19,6,8,19,10,-20.0
2729,GSW,GSW @ SAS,11/02/2017,W,240,112,43,83,51.8,14,28,50.0,12,16,75.0,5,36,41,30,11,12,14,20,20.0
2730,MIN,MIN @ NOP,11/01/2017,W,240,104,41,83,49.4,6,22,27.3,16,24,66.7,11,36,47,20,13,3,22,21,6.0
2731,NOP,NOP vs. MIN,11/01/2017,L,240,98,36,84,42.9,8,31,25.8,18,21,85.7,9,29,38,27,13,4,19,24,-6.0
2732,MEM,MEM vs. ORL,11/01/2017,L,240,99,39,82,47.6,10,30,33.3,11,16,68.8,5,26,31,21,12,3,15,16,-2.0
2733,ORL,ORL @ MEM,11/01/2017,W,240,101,38,75,50.7,13,29,44.8,12,14,85.7,6,32,38,25,6,8,24,22,2.0
2734,WAS,WAS vs. PHX,11/01/2017,L,240,116,41,92,44.6,10,30,33.3,24,30,80.0,15,30,45,20,5,4,12,28,-6.0
2735,PHX,PHX @ WAS,11/01/2017,W,240,122,41,83,49.4,9,24,37.5,31,38,81.6,11,34,45,23,5,5,10,24,6.0
2736,CHA,CHA vs. MIL,11/01/2017,W,240,126,45,84,53.6,14,25,56.0,22,29,75.9,7,34,41,21,5,3,11,18,5.0
2737,MIL,MIL @ CHA,11/01/2017,L,240,121,45,91,49.5,19,36,52.8,12,15,80.0,9,31,40,29,3,3,14,25,-5.0
2738,TOR,TOR @ DEN,11/01/2017,L,240,111,42,85,49.4,11,31,35.5,16,25,64.0,9,29,38,20,7,4,14,25,-18.0
2739,DEN,DEN vs. TOR,11/01/2017,W,240,129,47,88,53.4,16,32,50.0,19,29,65.5,9,34,43,35,9,4,12,20,18.0
2740,UTA,UTA vs. POR,11/01/2017,W,265,112,34,90,37.8,13,29,44.8,31,36,86.1,10,45,55,16,9,8,14,21,9.0
2741,POR,POR @ UTA,11/01/2017,L,265,103,37,93,39.8,9,34,26.5,20,27,74.1,11,42,53,17,8,8,17,25,-9.0
2742,LAC,LAC vs. DAL,11/01/2017,W,240,119,41,78,52.6,13,28,46.4,24,29,82.8,7,42,49,27,9,5,16,20,21.0
2743,DAL,DAL @ LAC,11/01/2017,L,240,98,35,89,39.3,12,36,33.3,16,20,80.0,9,29,38,20,8,5,14,22,-21.0
2744,MIA,MIA vs. CHI,11/01/2017,W,240,97,34,83,41.0,12,31,38.7,17,19,89.5,3,45,48,21,8,0,11,19,6.0
2745,CHI,CHI @ MIA,11/01/2017,L,240,91,36,89,40.4,7,28,25.0,12,19,63.2,7,47,54,20,7,6,12,19,-6.0
2746,IND,IND @ CLE,11/01/2017,W,240,124,49,90,54.4,16,26,61.5,10,13,76.9,8,35,43,35,9,1,14,23,17.0
2747,CLE,CLE vs. IND,11/01/2017,L,240,107,43,86,50.0,7,31,22.6,14,20,70.0,8,33,41,25,6,3,16,19,-17.0
2748,SAC,SAC @ BOS,11/01/2017,L,240,86,35,81,43.2,6,20,30.0,10,12,83.3,7,19,26,24,10,5,15,18,-27.0
2749,BOS,BOS vs. SAC,11/01/2017,W,240,113,40,82,48.8,17,41,41.5,16,19,84.2,16,36,52,30,10,3,18,19,27.0
2750,NYK,NYK vs. HOU,11/01/2017,L,240,97,39,90,43.3,8,26,30.8,11,13,84.6,6,36,42,23,8,1,19,18,-22.0
2751,HOU,HOU @ NYK,11/01/2017,W,240,119,42,88,47.7,19,52,36.5,16,21,76.2,9,37,46,21,6,4,14,20,22.0
2752,PHI,PHI vs. ATL,11/01/2017,W,240,119,46,99,46.5,13,35,37.1,14,25,56.0,15,38,53,36,10,4,16,26,10.0
2753,ATL,ATL @ PHI,11/01/2017,L,240,109,41,94,43.6,8,23,34.8,19,27,70.4,12,37,49,22,11,4,18,28,-10.0
2754,OKC,OKC @ MIL,10/31/2017,W,240,110,40,81,49.4,12,28,42.9,18,21,85.7,9,37,46,24,6,3,16,20,19.0
2755,MIL,MIL vs. OKC,10/31/2017,L,240,91,32,77,41.6,9,31,29.0,18,22,81.8,4,27,31,24,8,4,15,22,-19.0
2756,SAC,SAC @ IND,10/31/2017,L,240,83,37,88,42.0,2,14,14.3,7,14,50.0,8,36,44,15,8,5,15,18,-18.0
2757,IND,IND vs. SAC,10/31/2017,W,240,101,36,85,42.4,12,29,41.4,17,22,77.3,14,39,53,25,8,7,15,17,18.0
2758,PHX,PHX @ BKN,10/31/2017,W,240,122,45,96,46.9,10,22,45.5,22,24,91.7,10,56,66,18,5,5,20,26,8.0
2759,BKN,BKN vs. PHX,10/31/2017,L,240,114,42,102,41.2,9,31,29.0,21,30,70.0,7,37,44,15,9,4,7,22,-8.0
2760,DET,DET @ LAL,10/31/2017,L,240,93,41,94,43.6,10,33,30.3,1,3,33.3,10,34,44,21,7,3,12,11,-20.0
2761,LAL,LAL vs. DET,10/31/2017,W,240,113,45,91,49.5,12,26,46.2,11,14,78.6,11,42,53,30,9,5,14,14,20.0
2762,ORL,ORL @ NOP,10/30/2017,W,240,115,43,85,50.6,16,34,47.1,13,18,72.2,6,37,43,27,10,1,17,19,16.0
2763,NOP,NOP vs. ORL,10/30/2017,L,240,99,39,85,45.9,7,28,25.0,14,18,77.8,9,34,43,30,9,5,20,22,-16.0
2764,CHA,CHA @ MEM,10/30/2017,W,240,104,37,89,41.6,7,17,41.2,23,29,79.3,10,46,56,15,3,7,12,22,5.0
2765,MEM,MEM vs. CHA,10/30/2017,L,240,99,32,93,34.4,8,35,22.9,27,33,81.8,11,37,48,17,7,8,7,22,-5.0
2766,UTA,UTA vs. DAL,10/30/2017,W,240,104,38,81,46.9,16,35,45.7,12,15,80.0,6,29,35,25,16,8,14,17,15.0
2767,DAL,DAL @ UTA,10/30/2017,L,240,89,34,76,44.7,12,24,50.0,9,11,81.8,9,33,42,17,4,3,24,16,-15.0
2768,LAC,LAC vs. GSW,10/30/2017,L,240,113,39,86,45.3,10,25,40.0,25,30,83.3,9,26,35,21,4,3,14,20,-28.0
2769,GSW,GSW @ LAC,10/30/2017,W,240,141,52,89,58.4,14,29,48.3,23,30,76.7,14,32,46,37,8,8,12,23,28.0
2770,TOR,TOR @ POR,10/30/2017,W,240,99,39,87,44.8,8,24,33.3,13,17,76.5,8,39,47,17,10,9,10,14,14.0
2771,POR,POR vs. TOR,10/30/2017,L,240,85,31,80,38.8,8,26,30.8,15,19,78.9,6,32,38,13,5,7,13,15,-14.0
2772,PHI,PHI @ HOU,10/30/2017,W,240,115,44,80,55.0,10,24,41.7,17,24,70.8,7,41,48,27,10,4,21,31,8.0
2773,HOU,HOU vs. PHI,10/30/2017,L,240,107,33,83,39.8,13,47,27.7,28,38,73.7,10,25,35,17,12,3,15,23,-8.0
2774,MIN,MIN @ MIA,10/30/2017,W,265,125,41,91,45.1,11,23,47.8,32,35,91.4,10,30,40,20,16,4,16,25,3.0
2775,MIA,MIA vs. MIN,10/30/2017,L,265,122,49,93,52.7,7,27,25.9,17,25,68.0,15,35,50,17,8,5,24,28,-3.0
2776,SAS,SAS @ BOS,10/30/2017,L,240,94,36,87,41.4,12,26,46.2,10,20,50.0,12,28,40,24,8,4,11,14,-14.0
2777,BOS,BOS vs. SAS,10/30/2017,W,240,108,42,88,47.7,11,31,35.5,13,16,81.3,15,39,54,24,10,6,15,22,14.0
2778,NYK,NYK vs. DEN,10/30/2017,W,240,116,41,82,50.0,13,32,40.6,21,23,91.3,11,38,49,27,8,10,23,27,6.0
2779,DEN,DEN @ NYK,10/30/2017,L,240,110,35,85,41.2,18,41,43.9,22,31,71.0,13,23,36,20,13,5,13,22,-6.0
2780,CHA,CHA vs. ORL,10/29/2017,W,240,120,53,97,54.6,6,18,33.3,8,17,47.1,12,47,59,31,6,7,17,24,7.0
2781,ORL,ORL @ CHA,10/29/2017,L,240,113,41,97,42.3,11,33,33.3,20,26,76.9,9,30,39,28,11,4,11,20,-7.0
2782,WAS,WAS @ SAC,10/29/2017,W,240,110,40,85,47.1,17,34,50.0,13,20,65.0,13,36,49,28,9,3,17,18,27.0
2783,SAC,SAC vs. WAS,10/29/2017,L,240,83,32,82,39.0,6,22,27.3,13,16,81.3,11,32,43,13,8,2,20,20,-27.0
2784,SAS,SAS @ IND,10/29/2017,L,240,94,36,90,40.0,9,28,32.1,13,18,72.2,12,32,44,19,12,8,17,11,-3.0
2785,IND,IND vs. SAS,10/29/2017,W,240,97,36,77,46.8,10,22,45.5,15,20,75.0,6,38,44,21,9,3,19,20,3.0
2786,MIL,MIL @ ATL,10/29/2017,W,240,117,44,81,54.3,13,26,50.0,16,21,76.2,5,38,43,30,9,3,14,27,11.0
2787,ATL,ATL vs. MIL,10/29/2017,L,240,106,36,77,46.8,13,29,44.8,21,26,80.8,3,28,31,27,9,2,16,21,-11.0
2788,BKN,BKN vs. DEN,10/29/2017,L,240,111,39,96,40.6,12,31,38.7,21,31,67.7,17,39,56,24,5,4,15,18,-13.0
2789,DEN,DEN @ BKN,10/29/2017,W,240,124,47,94,50.0,11,20,55.0,19,22,86.4,4,42,46,23,7,7,6,22,13.0
2790,NYK,NYK @ CLE,10/29/2017,W,240,114,42,89,47.2,13,28,46.4,17,21,81.0,11,40,51,27,9,6,14,26,19.0
2791,CLE,CLE vs. NYK,10/29/2017,L,240,95,31,81,38.3,10,33,30.3,23,27,85.2,7,34,41,20,5,5,15,23,-19.0
2792,DET,DET @ GSW,10/29/2017,W,240,115,43,93,46.2,12,27,44.4,17,17,100.0,17,20,37,22,16,0,14,9,8.0
2793,GSW,GSW vs. DET,10/29/2017,L,240,107,44,77,57.1,10,27,37.0,9,12,75.0,10,30,40,29,3,11,26,14,-8.0
2794,NOP,NOP vs. CLE,10/28/2017,W,240,123,49,95,51.6,13,33,39.4,12,16,75.0,10,37,47,33,10,4,11,20,22.0
2795,CLE,CLE @ NOP,10/28/2017,L,240,101,36,78,46.2,12,32,37.5,17,23,73.9,5,32,37,19,8,2,18,19,-22.0
2796,MEM,MEM vs. HOU,10/28/2017,W,240,103,40,85,47.1,14,33,42.4,9,12,75.0,6,36,42,26,10,6,9,20,14.0
2797,HOU,HOU @ MEM,10/28/2017,L,240,89,29,77,37.7,14,38,36.8,17,21,81.0,8,35,43,18,4,3,19,23,-14.0
2798,PHI,PHI @ DAL,10/28/2017,W,240,112,43,87,49.4,16,35,45.7,10,14,71.4,11,31,42,25,10,1,14,21,2.0
2799,DAL,DAL vs. PHI,10/28/2017,L,240,110,38,74,51.4,19,40,47.5,15,19,78.9,3,30,33,22,7,2,18,15,-2.0
2800,UTA,UTA vs. LAL,10/28/2017,W,240,96,37,79,46.8,13,31,41.9,9,13,69.2,14,35,49,18,9,5,23,20,15.0
2801,LAL,LAL @ UTA,10/28/2017,L,240,81,31,81,38.3,5,22,22.7,14,20,70.0,14,25,39,17,12,4,16,20,-15.0
2802,DET,DET @ LAC,10/28/2017,W,240,95,36,88,40.9,9,28,32.1,14,21,66.7,12,38,50,16,11,6,13,20,8.0
2803,LAC,LAC vs. DET,10/28/2017,L,240,87,28,84,33.3,15,38,39.5,16,22,72.7,15,36,51,19,6,6,19,18,-8.0
